"","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"203","All-Star Baseball 2003","XB",2002,"Sports","Acclaim Entertainment",0.19,0.06,0,0.01,0.26
"204","All-Star Baseball 2004","GBA",2003,"Sports","Acclaim Entertainment",0.05,0.02,0,0,0.07
"205","All-Star Baseball 2004","GC",2003,"Sports","Acclaim Entertainment",0.06,0.02,0,0,0.08
"206","All-Star Baseball 2004","PC",2003,"Sports","Acclaim Entertainment",0,0,0,0,0
"207","All-Star Baseball 2004","PS2",2003,"Sports","Acclaim Entertainment",0.21,0.16,0,0.05,0.42
"208","All-Star Baseball 2004","XB",2003,"Sports","Acclaim Entertainment",0.1,0.03,0,0,0.13
"209","All-Star Baseball 2005","PS2",2004,"Sports","Acclaim Entertainment",0.16,0.12,0,0.04,0.32
"210","All-Star Baseball 2005","PS2",NA,"Sports","Unknown",0.16,0.12,0,0.04,0.32
"211","All-Star Baseball 2005","XB",2004,"Sports","Acclaim Entertainment",0.11,0.03,0,0.01,0.15
"212","All-Star Baseball 2005","XB",NA,"Sports","Unknown",0.11,0.03,0,0.01,0.15
"213","All-Star Baseball 99","GB",1998,"Sports","Acclaim Entertainment",0,0,0,0,0
"214","All-Star Baseball 99","N64",1998,"Sports","Acclaim Entertainment",0.44,0.04,0,0,0.48
"215","All-Star Slammin' D-Ball","PS",2001,"Sports","Electronic Arts",0.01,0,0,0,0.01
"216","All-Star Slammin' D-Ball","PSN",2010,"Sports","Midas Interactive Entertainment",0,0,0,0,0
"217","All-Star Tennis '99","PS",1998,"Sports","Ubisoft",0,0,0,0,0
